Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students,Primary Instructor
2020,Spring,2020-sp,MATH,112,Algebra,LEC,13,21,22,16,25,13,9,6,18,6,0,5,6,1,161,"Macallister, Thandiwe"
2021,Fall,2021-fa,MATH,112,Algebra,ONL,4,7,10,5,20,9,4,15,0,7,2,0,4,2,89,"Anand, Magnus"
2021,Spring,2021-sp,MATH,112,Algebra,LEC,7,35,27,16,27,10,8,9,19,10,3,3,7,6,187,"Macallister, Thandiwe"
2022,Fall,2022-fa,MATH,112,Algebra,LEC,2,24,21,6,16,8,4,14,10,0,0,10,13,6,134,"Anand, M"
2022,Spring,2022-sp,MATH,112,Algebra,LEC,1,14,13,11,25,18,5,9,11,0,6,8,3,2,126,"Anand, Magnus"
2022,Spring,2022-sp,MATH,112,Algebra,LEC,5,4,8,8,10,7,9,8,4,8,0,4,4,2,81,"Macallister, Thandiwe"
2023,Fall,2023-fa,MATH,112,Algebra,LEC,4,14,11,22,25,11,17,9,19,3,1,2,0,8,146,"Anand, Magnus"
2023,Spring,2023-sp,MATH,112,Algebra,DIS,2,2,6,2,3,4,6,2,1,0,0,3,3,0,34,"Macallister, T"
2023,Spring,2023-sp,MATH,112,Algebra,LEC,0,8,19,15,11,5,11,2,1,0,4,1,5,0,82,"Anand, Magnus"
2023,Spring,2023-sp,MATH,112,Algebra,LEC,11,15,26,21,21,17,5,14,6,6,5,1,1,7,156,"Macallister, T"
2024,Fall,2024-fa,MATH,112,Algebra,LCD,1,11,4,10,5,5,8,2,4,0,4,3,5,2,64,"Macallister, Thandiwe"
2024,Fall,2024-fa,MATH,112,Algebra,LEC,6,24,15,6,9,15,10,8,11,0,0,2,9,7,122,"Anand, M"
2024,Spring,2024-sp,MATH,112,Algebra,ONL,0,22,20,24,24,16,6,11,19,15,0,0,13,5,175,"Anand, Magnus"
2025,Fall,2025-fa,MATH,112,Algebra,LEC,8,19,16,11,14,8,12,8,5,4,3,0,12,4,124,
2025,Fall,2025-fa,MATH,112,Algebra,LEC,13,23,14,15,18,12,14,2,7,1,0,8,2,2,131,"Staff"
2021,Spring,2021-sp,MATH,115,Preparation for Calculus,DIS,0,3,0,5,7,6,3,2,1,4,1,1,5,0,38,"Larkspur, A"
2021,Spring,2021-sp,MATH,115,Preparation for Calculus,LEC,0,21,8,15,21,25,11,21,7,15,16,15,22,6,203,"Tanaka-Whitfield, Rohan"
2022,Fall,2022-fa,MATH,115,Preparation for Calculus,LEC,2,13,10,12,16,15,8,15,6,16,16,1,4,5,139,"Tanaka-Whitfield, Rohan"
2023,Spring,2023-sp,MATH,115,Preparation for Calculus,LEC,12,13,22,19,27,9,10,12,14,4,8,7,12,6,175,"Tanaka-Whitfield, Rohan"
2024,Spring,2024-sp,MATH,115,Preparation for Calculus,LEC,0,27,7,7,46,15,9,27,26,6,0,1,15,9,195,"Tanaka-Whitfield, Rohan"
2025,Fall,2025-fa,MATH,115,Preparation for Calculus,LEC,3,20,11,7,22,7,12,16,1,13,6,5,10,6,139,"Tanaka-Whitfield, Rohan"
2025,Spring,2025-sp,MATH,115,Preparation for Calculus,DIS,1,1,1,0,3,3,0,1,0,0,0,0,2,1,13,"Westergaard, R"
2025,Spring,2025-sp,MATH,115,Preparation for Calculus,LEC,9,20,16,10,26,5,11,32,10,5,3,5,15,2,169,"Tanaka-Whitfield, Rohan"
2020,Fall,2020-fa,MATH,124,Finite Mathematics,LEC,0,4,3,2,0,2,2,0,0,0,2,2,0,2,19,"Gunnarsson, Hana"
2020,Spring,2020-sp,MATH,124,Finite Mathematics,DIS,0,0,0,1,2,3,1,0,0,0,0,1,0,0,8,"Gunnarsson, H"
2020,Spring,2020-sp,MATH,124,Finite Mathematics,LCD,4,6,3,3,5,0,0,2,2,0,0,0,2,1,28,"Ndlovu, Ondřej"
2020,Spring,2020-sp,MATH,124,Finite Mathematics,LEC,2,4,2,3,5,4,3,4,2,2,0,1,3,3,38,"Gunnarsson, Hana"
2021,Fall,2021-fa,MATH,124,Finite Mathematics,LEC,3,3,4,2,3,3,2,0,0,1,3,0,1,0,25,"Gunnarsson, Hana"
2021,Fall,2021-fa,MATH,124,Finite Mathematics,ONL,6,4,6,6,3,2,5,0,1,0,1,1,0,1,36,"Ndlovu, Ondřej"
2021,Spring,2021-sp,MATH,124,Finite Mathematics,LEC,4,8,6,6,8,1,2,3,1,0,0,0,0,1,40,"Ndlovu, Ondřej"
2021,Spring,2021-sp,MATH,124,Finite Mathematics,ONL,1,4,4,2,2,4,0,4,1,0,0,0,0,2,24,"Arslan, Jennifer"
2022,Fall,2022-fa,MATH,124,Finite Mathematics,DIS,0,2,1,1,1,1,0,0,0,0,0,0,2,0,8,"Gunnarsson, H"
2022,Fall,2022-fa,MATH,124,Finite Mathematics,LEC,0,4,7,4,1,1,0,0,0,0,0,0,2,1,20,"Gunnarsson, Hana"
2022,Fall,2022-fa,MATH,124,Finite Mathematics,LEC,1,6,4,4,1,2,0,3,1,0,0,2,0,0,24,"Ndlovu, O"
2022,Spring,2022-sp,MATH,124,Finite Mathematics,LCD,0,2,5,3,0,1,3,2,1,0,3,0,2,0,22,"Arslan, Jennifer"
2022,Spring,2022-sp,MATH,124,Finite Mathematics,LEC,1,3,5,2,5,0,3,2,1,2,0,0,0,0,24,"Ndlovu, Ondřej"
2023,Spring,2023-sp,MATH,124,Finite Mathematics,DIS,0,2,1,2,1,1,0,0,0,0,0,0,1,0,8,"Gunnarsson, H"
2023,Spring,2023-sp,MATH,124,Finite Mathematics,LEC,1,3,1,1,3,1,0,4,1,0,2,1,2,0,20,"Arslan, Jennifer"
2023,Spring,2023-sp,MATH,124,Finite Mathematics,LEC,3,5,5,2,4,1,5,0,0,0,2,0,0,0,27,"Gunnarsson, Hana"
2023,Spring,2023-sp,MATH,124,Finite Mathematics,LEC,1,3,3,1,1,1,3,1,1,0,0,1,0,0,16,"Ndlovu, Ondřej"
2024,Fall,2024-fa,MATH,124,Finite Mathematics,LEC,2,2,2,10,4,2,3,0,0,0,0,0,0,1,26,"Gunnarsson, Hana"
2024,Spring,2024-sp,MATH,124,Finite Mathematics,DIS,3,0,1,2,1,0,0,0,0,0,0,0,1,0,8,"Ndlovu, O"
2024,Spring,2024-sp,MATH,124,Finite Mathematics,LEC,2,3,4,4,1,9,0,3,2,0,1,0,0,2,31,"Arslan, Jennifer"
2024,Spring,2024-sp,MATH,124,Finite Mathematics,LEC,3,5,4,5,2,2,1,0,0,3,1,0,2,0,28,"Ndlovu, Ondřej"
2025,Fall,2025-fa,MATH,124,Finite Mathematics,DIS,0,1,3,1,1,2,1,0,0,0,0,0,0,0,9,"Ndlovu, O"
2025,Fall,2025-fa,MATH,124,Finite Mathematics,LEC,2,3,4,1,3,2,3,1,2,2,0,0,1,2,26,"Arslan, Jennifer"
2025,Fall,2025-fa,MATH,124,Finite Mathematics,LEC,0,2,3,3,0,1,0,3,1,0,0,0,0,1,14,"Ndlovu, Ondřej"
2025,Spring,2025-sp,MATH,124,Finite Mathematics,LEC,3,2,8,4,9,5,1,0,0,3,0,0,2,2,39,"Arslan, Jennifer"
2025,Spring,2025-sp,MATH,124,Finite Mathematics,LEC,2,1,2,4,4,4,1,0,1,0,0,0,1,2,22,"Ndlovu, Ondřej"
2020,Fall,2020-fa,MATH,125,Elementary Linear Algebra,LCD,9,22,23,22,19,30,9,12,16,6,7,6,0,4,185,"Vantreight, Aiko"
2020,Fall,2020-fa,MATH,125,Elementary Linear Algebra,LEC,1,16,19,22,18,21,8,10,6,0,8,4,8,3,144,"Okonkwo-Reyes, Elizabeth"
2020,Fall,2020-fa,MATH,125,Elementary Linear Algebra,LEC,2,17,21,10,19,7,10,14,11,8,3,13,0,5,140,"Radovanovic, Esperanza"
2020,Spring,2020-sp,MATH,125,Elementary Linear Algebra,LEC,2,10,21,16,30,20,13,15,4,0,8,7,2,2,150,"Radovanovic, Esperanza"
2020,Spring,2020-sp,MATH,125,Elementary Linear Algebra,LEC,10,9,20,29,43,21,20,23,13,11,0,5,4,2,210,"Vantreight, Aiko"
2021,Fall,2021-fa,MATH,125,Elementary Linear Algebra,DIS,3,2,0,1,1,1,3,0,1,1,0,1,3,0,17,"Radovanovic, E"
2021,Fall,2021-fa,MATH,125,Elementary Linear Algebra,LCD,1,5,10,8,7,4,6,3,2,3,0,0,4,1,54,"Vantreight, Aiko"
2021,Fall,2021-fa,MATH,125,Elementary Linear Algebra,LEC,2,11,19,16,33,6,2,32,10,7,0,0,7,5,150,"Okonkwo-Reyes, Elizabeth"
2021,Fall,2021-fa,MATH,125,Elementary Linear Algebra,LEC,6,22,19,35,27,11,15,16,14,7,5,8,9,2,196,"Radovanovic, Esperanza"
2021,Spring,2021-sp,MATH,125,Elementary Linear Algebra,LEC,4,12,8,20,28,25,19,15,9,7,6,8,9,10,180,"Okonkwo-Reyes, Elizabeth"
2022,Fall,2022-fa,MATH,125,Elementary Linear Algebra,DIS,5,6,5,7,13,8,8,9,10,3,1,0,2,3,80,"Vantreight, A"
2022,Fall,2022-fa,MATH,125,Elementary Linear Algebra,LEC,3,27,15,39,61,19,23,18,15,8,11,0,9,3,251,"Vantreight, Aiko"
2022,Spring,2022-sp,MATH,125,Elementary Linear Algebra,DIS,2,2,1,6,7,6,7,1,1,2,9,0,1,1,46,"Radovanovic, E"
2022,Spring,2022-sp,MATH,125,Elementary Linear Algebra,LEC,0,12,25,24,34,15,23,20,14,15,3,19,4,6,214,"Okonkwo-Reyes, Elizabeth"
2022,Spring,2022-sp,MATH,125,Elementary Linear Algebra,LEC,4,9,21,18,35,30,8,12,5,2,2,3,10,5,164,"Radovanovic, Esperanza"
2023,Fall,2023-fa,MATH,125,Elementary Linear Algebra,DIS,1,6,7,10,6,9,7,5,3,2,3,2,4,0,65,"Okonkwo-Reyes, E"
2023,Fall,2023-fa,MATH,125,Elementary Linear Algebra,LEC,2,25,7,18,39,21,17,13,13,9,4,10,8,2,188,"Okonkwo-Reyes, Elizabeth"
2023,Fall,2023-fa,MATH,125,Elementary Linear Algebra,LEC,4,15,18,18,27,18,19,16,5,8,0,1,4,4,157,"Vantreight, Aiko"
2023,Spring,2023-sp,MATH,125,Elementary Linear Algebra,LEC,7,9,12,17,24,13,15,6,11,9,4,7,0,7,141,"Vantreight, Aiko"
2024,Fall,2024-fa,MATH,125,Elementary Linear Algebra,DIS,0,12,5,10,17,9,4,6,0,1,0,0,5,0,69,"Okonkwo-Reyes, E"
2024,Fall,2024-fa,MATH,125,Elementary Linear Algebra,LEC,0,9,27,18,30,17,22,10,12,5,2,5,7,6,170,"Okonkwo-Reyes, Elizabeth"
2024,Spring,2024-sp,MATH,125,Elementary Linear Algebra,DIS,0,0,0,7,11,10,6,2,4,5,0,0,1,1,47,"Westergaard, R"
2024,Spring,2024-sp,MATH,125,Elementary Linear Algebra,LEC,3,11,29,24,32,24,25,25,10,8,0,1,11,3,206,"Vantreight, Aiko"
2025,Fall,2025-fa,MATH,125,Elementary Linear Algebra,DIS,2,0,1,6,6,8,4,4,3,0,1,0,3,2,40,"Okonkwo-Reyes, E"
2025,Fall,2025-fa,MATH,125,Elementary Linear Algebra,LCD,0,22,32,33,38,40,26,27,19,0,13,7,1,8,266,"Vantreight, Aiko"
2025,Fall,2025-fa,MATH,125,Elementary Linear Algebra,LEC,11,20,15,29,32,15,15,23,4,1,0,3,10,3,181,"Okonkwo-Reyes, E"
2020,Spring,2020-sp,MATH,220,Calculus,LEC,0,19,20,10,20,15,7,20,7,3,32,16,21,3,193,"Lonsdale, Wiremu"
2021,Spring,2021-sp,MATH,220,Calculus,LEC,9,31,14,19,33,23,8,23,4,16,19,10,12,3,224,"Lonsdale, Wiremu"
2022,Fall,2022-fa,MATH,220,Calculus,DIS,0,8,2,6,19,7,0,14,7,3,2,1,10,4,83,"Lonsdale, W"
2022,Fall,2022-fa,MATH,220,Calculus,LEC,15,18,20,7,29,23,0,13,14,4,2,0,25,9,179,"Lonsdale, W"
2023,Fall,2023-fa,MATH,220,Calculus,LEC,15,39,26,32,28,14,9,25,22,7,5,4,31,2,259,"Lonsdale, Wiremu"
2023,Spring,2023-sp,MATH,220,Calculus,DIS,7,9,8,2,6,8,4,7,3,5,3,1,5,2,70,"Lonsdale, W"
2023,Spring,2023-sp,MATH,220,Calculus,LEC,1,17,27,6,17,13,11,14,8,10,10,4,22,3,163,"Lonsdale, Wiremu"
2024,Spring,2024-sp,MATH,220,Calculus,LEC,0,11,25,11,20,8,4,13,7,7,11,7,16,2,142,"Lonsdale, Wiremu"
2025,Fall,2025-fa,MATH,220,Calculus,LEC,1,24,12,16,19,23,25,20,0,6,11,1,11,2,171,"Lonsdale, Wiremu"
2025,Spring,2025-sp,MATH,220,Calculus,LEC,15,24,13,14,46,33,18,17,14,0,12,0,19,6,231,"Lonsdale, Wiremu"
2020,Fall,2020-fa,MATH,221,Calculus I,ONL,23,66,22,33,40,38,20,25,3,21,15,0,16,3,325,"Gunnarsson, Hana"
2020,Spring,2020-sp,MATH,221,Calculus I,LCD,13,36,26,10,32,16,18,30,9,3,14,0,2,7,216,"Gunnarsson, Hana"
2021,Fall,2021-fa,MATH,221,Calculus I,LEC,12,28,16,21,22,14,12,15,1,8,5,0,14,7,175,"Gunnarsson, Hana"
2022,Fall,2022-fa,MATH,221,Calculus I,LEC,8,15,13,5,14,2,6,6,5,3,0,3,1,2,83,"Gunnarsson, Hana"
2023,Spring,2023-sp,MATH,221,Calculus I,LEC,17,30,13,37,19,24,13,21,6,17,2,6,0,8,213,"Gunnarsson, H"
2024,Fall,2024-fa,MATH,221,Calculus I,ONL,28,26,28,23,28,13,15,19,0,0,5,14,10,5,214,"Gunnarsson, Hana"
2020,Fall,2020-fa,MATH,225,Introductory Matrix Theory,LEC,5,23,7,5,10,7,11,6,2,0,2,6,6,2,92,"Gunnarsson, Hana"
2020,Fall,2020-fa,MATH,225,Introductory Matrix Theory,LEC,6,12,5,10,9,7,8,8,5,3,6,0,4,2,85,"Macallister, Thandiwe"
2020,Spring,2020-sp,MATH,225,Introductory Matrix Theory,DIS,4,5,3,0,7,1,1,3,0,1,0,3,1,0,29,"Gunnarsson, H"
2020,Spring,2020-sp,MATH,225,Introductory Matrix Theory,LEC,18,24,17,11,14,9,6,1,3,3,0,1,0,5,112,"Gunnarsson, Hana"
2020,Spring,2020-sp,MATH,225,Introductory Matrix Theory,LEC,6,22,14,10,18,8,11,9,10,2,0,0,11,6,127,"Macallister, Thandiwe"
2021,Fall,2021-fa,MATH,225,Introductory Matrix Theory,LEC,13,21,19,10,15,1,12,14,10,4,2,0,3,2,126,"Macallister, Thandiwe"
2021,Fall,2021-fa,MATH,225,Introductory Matrix Theory,ONL,10,26,4,10,28,8,23,19,6,1,8,0,5,3,151,"Gunnarsson, Hana"
2021,Spring,2021-sp,MATH,225,Introductory Matrix Theory,LEC,14,22,8,7,10,9,8,7,4,4,8,2,7,4,114,"Arslan, Jennifer"
2022,Spring,2022-sp,MATH,225,Introductory Matrix Theory,DIS,4,8,7,3,4,3,3,1,0,1,1,0,0,2,37,"Gunnarsson, H"
2022,Spring,2022-sp,MATH,225,Introductory Matrix Theory,LCD,3,17,11,10,14,9,14,4,7,3,4,0,4,5,105,"Arslan, Jennifer"
2022,Spring,2022-sp,MATH,225,Introductory Matrix Theory,LEC,6,10,15,15,11,4,12,5,1,1,6,0,2,0,88,"Gunnarsson, Hana Jr"
2022,Spring,2022-sp,MATH,225,Introductory Matrix Theory,LEC,5,28,11,12,11,6,11,18,2,0,0,0,6,4,114,"Macallister, Thandiwe"
2023,Fall,2023-fa,MATH,225,Introductory Matrix Theory,LCD,9,20,12,13,8,8,15,7,0,12,6,0,3,4,117,"Macallister, T"
2023,Fall,2023-fa,MATH,225,Introductory Matrix Theory,LEC,2,34,13,21,14,5,7,8,2,0,4,3,8,5,126,"Gunnarsson, H"
2023,Spring,2023-sp,MATH,225,Introductory Matrix Theory,DIS,1,6,1,4,4,1,4,1,2,1,0,0,1,1,27,"Larkspur, A"
2023,Spring,2023-sp,MATH,225,Introductory Matrix Theory,LEC,7,29,16,9,21,10,7,6,0,4,11,4,3,5,132,"Arslan, Jennifer"
2024,Fall,2024-fa,MATH,225,Introductory Matrix Theory,ONL,4,15,9,5,14,2,12,4,0,2,0,0,0,4,71,"Arslan, Jennifer"
2024,Spring,2024-sp,MATH,225,Introductory Matrix Theory,LCD,9,21,19,7,19,5,1,10,4,3,3,0,7,0,108,"Gunnarsson, Hana"
2024,Spring,2024-sp,MATH,225,Introductory Matrix Theory,LCD,5,22,5,10,18,5,12,0,0,0,3,3,4,0,87,"Macallister, Thandiwe"
2025,Spring,2025-sp,MATH,225,Introductory Matrix Theory,DIS,3,11,3,2,3,1,8,2,0,0,1,0,2,0,36,"Arslan, J"
2025,Spring,2025-sp,MATH,225,Introductory Matrix Theory,LEC,22,20,16,13,17,8,1,13,0,6,12,0,21,5,154,"Arslan, Jennifer"
2021,Fall,2021-fa,MATH,231,Calculus II,DIS,3,5,8,10,4,9,9,2,2,0,0,0,0,4,56,"Kuroda, R"
2021,Fall,2021-fa,MATH,231,Calculus II,LEC,14,20,10,4,18,2,14,14,8,8,8,0,2,0,122,"Kuroda, Rúnar"
2022,Fall,2022-fa,MATH,231,Calculus II,ONL,17,26,19,23,21,10,15,11,13,0,10,0,0,2,167,"Kuroda, R"
2022,Spring,2022-sp,MATH,231,Calculus II,ONL,15,14,11,26,23,11,20,27,13,8,1,1,13,3,186,"Kuroda, Rúnar"
2023,Spring,2023-sp,MATH,231,Calculus II,LEC,23,32,12,26,39,10,12,1,9,5,15,7,2,5,198,"Kuroda, R"
2024,Spring,2024-sp,MATH,231,Calculus II,LCD,34,25,16,28,31,12,9,21,6,21,3,1,2,4,213,"Kuroda, R"
2025,Fall,2025-fa,MATH,231,Calculus II,LEC,8,17,23,19,8,14,6,5,3,8,0,9,1,7,128,"Kuroda, Rúnar"
2020,Fall,2020-fa,MATH,234,Calculus for Business I,DIS,2,13,6,3,10,5,4,7,2,0,5,2,0,3,62,"Ghosh, W"
2020,Fall,2020-fa,MATH,234,Calculus for Business I,LEC,0,32,27,14,23,10,10,11,2,15,3,2,0,3,152,"Ghosh, Wiremu"
2021,Fall,2021-fa,MATH,234,Calculus for Business I,LCD,11,24,30,39,26,38,26,15,13,8,13,1,11,5,260,"Ghosh, Wiremu"
2022,Spring,2022-sp,MATH,234,Calculus for Business I,DIS,4,8,3,3,10,9,5,3,7,1,0,0,1,1,55,"Ghosh, W"
2022,Spring,2022-sp,MATH,234,Calculus for Business I,LEC,6,32,35,14,39,29,25,25,15,16,4,0,17,7,264,"Ghosh, Wiremu"
2023,Fall,2023-fa,MATH,234,Calculus for Business I,ONL,9,29,15,22,25,10,8,2,5,4,10,0,5,2,146,"Ghosh, Wiremu"
2024,Spring,2024-sp,MATH,234,Calculus for Business I,LEC,4,28,13,13,22,17,1,17,3,11,6,3,3,8,149,"Ghosh, Wiremu"
2025,Fall,2025-fa,MATH,234,Calculus for Business I,LCD,12,23,27,27,25,23,9,15,5,7,0,0,15,10,198,"Ghosh, Wiremu"
2021,Fall,2021-fa,MATH,241,Calculus III,LCD,20,26,15,21,20,19,29,14,18,11,0,7,4,4,208,"Uzoma, Ingrid"
2022,Fall,2022-fa,MATH,241,Calculus III,ONL,9,18,13,28,18,16,8,15,10,7,11,0,9,5,167,"Uzoma, Ingrid"
2023,Fall,2023-fa,MATH,241,Calculus III,LCD,24,39,48,34,40,23,27,3,15,1,5,0,15,9,283,"Uzoma, I"
2023,Spring,2023-sp,MATH,241,Calculus III,LEC,0,34,22,37,39,28,6,13,9,0,1,7,9,7,212,"Uzoma, Ingrid"
2020,Fall,2020-fa,MATH,257,Linear Algebra w Computat Appl,LEC,17,39,36,21,20,4,15,10,11,0,9,5,3,3,193,"Vantreight, Aiko"
2020,Spring,2020-sp,MATH,257,Linear Algebra w Computat Appl,LEC,1,30,26,20,15,11,4,0,3,3,0,5,8,3,129,"Vantreight, Aiko"
2021,Fall,2021-fa,MATH,257,Linear Algebra w Computat Appl,LEC,15,66,52,33,31,21,8,19,4,3,18,7,0,5,282,"Uzoma, Ingrid"
2021,Fall,2021-fa,MATH,257,Linear Algebra w Computat Appl,LEC,18,48,55,42,37,24,13,7,7,0,0,0,6,6,263,"Vantreight, Aiko"
2022,Fall,2022-fa,MATH,257,Linear Algebra w Computat Appl,LEC,20,65,48,19,18,25,11,9,6,0,8,1,2,4,236,"Uzoma, Ingrid"
2022,Spring,2022-sp,MATH,257,Linear Algebra w Computat Appl,DIS,5,9,7,6,3,3,2,1,0,0,0,0,1,1,38,"Westergaard, R"
2022,Spring,2022-sp,MATH,257,Linear Algebra w Computat Appl,LEC,26,49,70,61,40,33,9,5,17,3,24,0,0,14,351,"Vantreight, Aiko"
2023,Fall,2023-fa,MATH,257,Linear Algebra w Computat Appl,DIS,3,13,11,14,3,2,6,3,3,2,2,5,2,1,70,"Vantreight, A"
2023,Fall,2023-fa,MATH,257,Linear Algebra w Computat Appl,LEC,9,30,34,16,18,17,11,5,0,6,10,10,3,4,173,"Uzoma, I"
2023,Fall,2023-fa,MATH,257,Linear Algebra w Computat Appl,LEC,34,78,66,53,39,21,12,23,12,7,8,0,0,18,371,"Vantreight, Aiko"
2023,Spring,2023-sp,MATH,257,Linear Algebra w Computat Appl,LCD,35,102,91,54,28,30,0,15,20,15,0,0,1,12,403,"Uzoma, Ingrid"
2023,Spring,2023-sp,MATH,257,Linear Algebra w Computat Appl,ONL,15,58,62,56,38,9,26,21,9,0,12,3,0,7,316,"Vantreight, Aiko"
2024,Fall,2024-fa,MATH,257,Linear Algebra w Computat Appl,LEC,14,83,44,21,28,36,9,25,9,6,14,0,11,7,307,"Vantreight, A"
2024,Spring,2024-sp,MATH,257,Linear Algebra w Computat Appl,DIS,5,20,18,16,13,9,7,4,4,4,0,0,1,3,104,"Vantreight, A"
2024,Spring,2024-sp,MATH,257,Linear Algebra w Computat Appl,LEC,13,65,42,44,28,13,13,14,10,0,0,0,17,3,262,"Vantreight, Aiko"
2025,Fall,2025-fa,MATH,257,Linear Algebra w Computat Appl,DIS,4,33,15,6,7,3,9,3,0,0,0,0,3,0,83,"Vantreight, A"
2025,Fall,2025-fa,MATH,257,Linear Algebra w Computat Appl,LEC,35,60,57,28,38,10,19,11,4,2,16,0,0,7,287,"Vantreight, Aiko"
2025,Spring,2025-sp,MATH,257,Linear Algebra w Computat Appl,LEC,55,68,41,57,34,17,4,0,15,14,2,0,4,10,321,"Vantreight, Aiko"
2021,Fall,2021-fa,MATH,285,Intro Differential Equations,ONL,11,24,11,5,7,2,2,3,0,1,2,2,0,1,71,"Kuroda, Rúnar"
2021,Spring,2021-sp,MATH,285,Intro Differential Equations,DIS,1,4,0,0,1,0,0,0,1,0,0,0,1,0,8,"Kuroda, R"
2021,Spring,2021-sp,MATH,285,Intro Differential Equations,LEC,5,18,3,4,8,3,4,1,1,3,2,1,1,0,54,"Kuroda, Rúnar"
2022,Spring,2022-sp,MATH,285,Intro Differential Equations,LCD,12,11,8,3,2,4,3,5,0,4,0,1,6,0,59,"Kuroda, Rúnar"
2023,Spring,2023-sp,MATH,285,Intro Differential Equations,DIS,3,9,1,7,0,3,1,3,0,1,1,0,2,1,32,"Kuroda, R"
2023,Spring,2023-sp,MATH,285,Intro Differential Equations,LEC,26,24,15,6,11,4,4,1,2,1,0,0,2,0,96,"Kuroda, Rúnar"
2024,Spring,2024-sp,MATH,285,Intro Differential Equations,LCD,14,22,8,5,12,3,5,5,1,2,0,0,0,1,78,"Kuroda, Rúnar"
2025,Fall,2025-fa,MATH,285,Intro Differential Equations,LEC,10,11,7,4,10,6,3,1,1,0,0,0,0,2,55,"Kuroda, Rúnar"
2022,Fall,2022-fa,MATH,286,Intro to Differential Eq Plus,LCD,8,18,2,8,9,6,3,7,2,2,0,0,3,1,69,"Marchetti, Paloma"
2022,Spring,2022-sp,MATH,286,Intro to Differential Eq Plus,LCD,14,26,9,14,5,7,4,3,4,0,5,1,8,1,101,"Marchetti, Paloma"
2023,Fall,2023-fa,MATH,286,Intro to Differential Eq Plus,LEC,5,6,4,6,8,2,2,8,6,1,1,0,8,4,61,"Marchetti, Paloma"
2023,Spring,2023-sp,MATH,286,Intro to Differential Eq Plus,LEC,11,7,14,3,1,5,6,3,1,1,1,1,1,0,55,"Marchetti, Paloma"
2024,Spring,2024-sp,MATH,286,Intro to Differential Eq Plus,LEC,16,28,9,12,15,6,6,0,3,0,4,0,3,3,105,"Marchetti, Paloma"
2025,Fall,2025-fa,MATH,286,Intro to Differential Eq Plus,LCD,6,13,6,12,7,4,1,2,2,4,7,2,2,1,69,"Marchetti, Paloma"
2020,Fall,2020-fa,MATH,299,Topics in Mathematics,LCD,0,36,15,26,18,29,6,12,5,0,0,5,16,4,172,"Salazar, Daniel"
2021,Fall,2021-fa,MATH,299,Topics in Mathematics,LEC,0,46,38,54,42,35,32,33,25,4,9,0,8,10,336,"Salazar, D"
2022,Spring,2022-sp,MATH,299,Topics in Mathematics,LEC,31,32,59,56,12,53,33,21,29,13,0,0,0,9,348,"Salazar, Daniel"
2020,Fall,2020-fa,MATH,347,Fundamental Mathematics,LCD,1,7,8,2,6,4,1,1,0,0,0,0,4,0,34,"Macallister, Thandiwe"
2021,Spring,2021-sp,MATH,347,Fundamental Mathematics,LEC,6,3,1,6,3,1,3,1,2,0,0,0,0,0,26,"Macallister, T"
2022,Spring,2022-sp,MATH,347,Fundamental Mathematics,LEC,4,7,1,5,2,0,2,2,0,0,1,0,0,1,25,"Macallister, Thandiwe"
2022,Spring,2022-sp,MATH,347,Fundamental Mathematics,LEC,4,7,4,3,1,1,1,1,2,1,0,0,0,2,27,"Villanueva, Christopher"
2023,Spring,2023-sp,MATH,347,Fundamental Mathematics,LEC,5,5,4,5,3,5,3,1,0,2,0,0,0,0,33,"Villanueva, C"
2023,Spring,2023-sp,MATH,347,Fundamental Mathematics,ONL,3,7,7,0,0,3,1,3,3,0,1,0,1,1,30,"Macallister, Thandiwe"
2024,Spring,2024-sp,MATH,347,Fundamental Mathematics,DIS,0,1,0,7,2,0,0,2,0,0,0,0,0,0,12,"Macallister, T"
2024,Spring,2024-sp,MATH,347,Fundamental Mathematics,LEC,1,11,8,3,3,3,2,0,0,0,0,1,0,0,32,"Macallister, Thandiwe"
2024,Spring,2024-sp,MATH,347,Fundamental Mathematics,LEC,5,5,1,3,3,3,1,1,2,4,0,0,0,1,29,"Villanueva, Christopher"
2025,Spring,2025-sp,MATH,347,Fundamental Mathematics,DIS,4,2,0,0,2,1,0,0,0,0,0,0,0,0,9,"Villanueva, C"
2025,Spring,2025-sp,MATH,347,Fundamental Mathematics,LEC,3,6,4,4,2,1,1,1,1,0,0,0,0,1,24,"Villanueva, Christopher"
2020,Fall,2020-fa,MATH,415,Applied Linear Algebra,LEC,0,19,11,13,16,2,4,7,4,0,4,4,3,0,87,"Salazar, Daniel"
2020,Fall,2020-fa,MATH,415,Applied Linear Algebra,ONL,4,7,17,14,13,8,4,12,1,6,0,1,6,4,97,"Lonsdale, Wiremu"
2020,Spring,2020-sp,MATH,415,Applied Linear Algebra,LEC,6,7,6,3,8,2,8,2,1,0,5,1,0,2,51,"Salazar, Daniel"
2021,Fall,2021-fa,MATH,415,Applied Linear Algebra,DIS,2,4,2,2,3,4,4,3,2,1,2,2,0,1,32,"Westergaard, R"
2021,Fall,2021-fa,MATH,415,Applied Linear Algebra,LEC,6,14,10,8,15,4,3,3,3,2,0,0,4,5,77,"Tanaka-Whitfield, Rohan"
